month,year,county,num_retailers,num_returns,gross_sales,retail_sales,state_net_taxable_sales,state_sales_tax
8,2020,San Juan,,693,4897000,4576000,3985000,
5,2019,Alamosa,,2156,49655000,42683000,25179000,707000
5,2015,Summit,,3613,92742,88548,51890,1460
6,2017,Larimer,,14415,1396213000,1091767000,541840000,15243000
9,2019,Huerfano,,2144,44275000,40987000,6125000,172000
8,2015,Mineral,,310,3912,3824,3041,85
4,2017,Teller,,1879,32627000,30977000,17267000,494000
3,2020,Saguache,,1919,10850000,9931000,4053000,
5,2016,Yuma,,1194,35107000,24700000,8784000,246000
2,2019,Otero,,2167,48959000,39532000,11971000,338000
7,2016,Weld,,13426,1092013000,856789000,473525000,13304000
3,2019,Costilla,,769,3399000,3200000,1068000,30000
7,2017,Alamosa,,1224,51379000,45978000,25190000,706000
9,2018,Elbert,,2517,37719000,31521000,15652000,440000
1,2017,Gilpin,,807,9432000,8781000,5481000,215000
9,2016,Costilla,,724,3793000,3705000,1680000,47000
6,2018,San Miguel,,2086,38527000,36981000,25032000,707000
8,2020,Moffat,,2928,43671000,38000000,20674000,
3,2015,Prowers,,1237,32319,28005,11562,325
11,2019,Garfield,,9993,287587000,254613000,122337000,3447000
7,2019,Bent,,971,5356000,4319000,1842000,52000
12,2019,Prowers,,2835,59731000,34613000,15088000,424000
5,2017,Clear Creek,,1638,17547000,14040000,7691000,217000
3,2019,Eagle,,10209,369880000,347402000,246283000,6934000
2,2017,Chaffee,,1872,41543000,38426000,20807000,585000
4,2016,Chaffee,,1728,40315000,37137000,21257000,596000
3,2020,Rio Grande,,3329,29662000,24675000,10538000,
12,2016,Mineral,,383,,,1612000,45000
6,2019,Douglas,,27712,1460513000,1119469000,596539000,16770000
6,2020,Clear Creek,,3816,33711000,26139000,14819000,
11,2017,Pueblo,,4051,460609000,347362000,166689000,4686000
1,2015,Hinsdale,,251,784,780,441,12
9,2015,Gilpin,,856,14685,12890,7664,276
3,2020,El Paso,,30054,2332280000,1910437000,901949000,
12,2019,Washington,,1819,17889000,8987000,3919000,110000
1,2020,Kiowa,,705,5200000,3823000,1002000,
12,2017,El Paso,,21403,3128891000,2388801000,965125000,27173000
11,2018,Jefferson,,16960,1607262000,1386479000,739424000,20797000
2,2017,Lincoln,,995,14243000,13768000,4560000,128000
6,2015,Lake,,797,12088,11695,5276,148
5,2018,Morgan,,2467,107081000,85929000,38881000,1097000
5,2016,Jackson,,469,3983000,3129000,1365000,38000
5,2016,Arapahoe,,13905,2159451000,1636047000,938425000,26364000
3,2019,Logan,,2673,77182000,54787000,23883000,672000
6,2015,Eagle,,5935,186124,171888,108085,3046
8,2016,Costilla,,650,3284000,3209000,1479000,41000
11,2018,Custer,,862,5078000,4623000,2377000,67000
8,2019,Conejos,,1856,12108000,9834000,5707000,161000
1,2020,Sedgwick,,978,6332000,5862000,1527000,
10,2015,Crowley,,482,2379,2204,1084,30
4,2017,Archuleta,,1054,21562000,20861000,13091000,369000
7,2016,Routt,,2247,99664000,92807000,62394000,1754000
2,2018,Kit Carson,,1342,26100000,24409000,6539000,184000
2,2020,Huerfano,,1811,8915000,7803000,3631000,
2,2016,Boulder,,9713,831797000,617513000,352898000,9934000
10,2015,Jackson,,453,3380,3224,1450,41
7,2018,Park,,1803,19107000,18354000,9733000,274000
7,2016,Alamosa,,1106,53572000,48343000,25436000,713000
5,2019,Montrose,,4174,116610000,99765000,57434000,1632000
8,2019,Broomfield,,4996,279357000,221901000,135833000,3821000
7,2019,Crowley,,968,3885000,3142000,1690000,47000
11,2017,Gunnison,,2289,50416000,47823000,17881000,502000
8,2020,Conejos,,2361,14964000,11989000,7238000,
6,2018,La Plata,,4075,226544000,192072000,92008000,2583000
4,2020,Montezuma,,4603,57989000,53348000,26834000,
6,2019,Crowley,,968,3586000,3026000,1559000,44000
4,2020,Park,,4433,20551000,18236000,10692000,
3,2015,El Paso,,16297,1753699,1388394,718696,20233
9,2017,Dolores,,493,5431000,2964000,1659000,47000
7,2018,Fremont,,2580,87634000,73169000,36563000,1031000
1,2015,Lake,,632,9376,8945,3550,100
11,2017,Yuma,,1392,26612000,22387000,9340000,262000
8,2016,San Juan,,341,4281000,3895000,3238000,91000
1,2020,Pitkin,,5806,226397000,215290000,159402000,
1,2019,El Paso,,16003,1652654000,1345898000,763015000,21478000
12,2017,Gilpin,,1171,17570000,14345000,7605000,275000
5,2018,Pitkin,,2893,67177000,63970000,36891000,1039000
2,2016,Broomfield,,1746,183977000,155944000,81016000,2309000
12,2016,Adams,,17867,4235333000,2585939000,805374000,22984000
10,2019,Douglas,,24181,1407972000,1002318000,580258000,16318000
3,2018,Otero,,2025,62303000,52993000,14086000,396000
1,2015,Chaffee,,1606,37368,34767,17616,495
1,2019,Boulder,,15460,1143538000,923513000,405416000,11425000
4,2020,Hinsdale,,585,1289000,1062000,678000,
4,2015,Mineral,,286,1107,1061,599,17
5,2015,Chaffee,,1640,42515,39468,22969,645
2,2020,Lincoln,,1882,18406000,16936000,6949000,
4,2019,Costilla,,812,3831000,3636000,1207000,34000
5,2018,Teller,,2030,38169000,36099000,20514000,587000
2,2018,Dolores,,478,3610000,1818000,1067000,30000
6,2015,Routt,,2896,96716,81189,48441,1360
3,2015,Weld,,14397,1427909,1022451,468210,13207
5,2016,Las Animas,,1330,27084000,25599000,14859000,418000
10,2016,Otero,,1564,43166000,34677000,12019000,337000
3,2015,Washington,,751,6276,6042,1892,53
3,2018,Kiowa,,555,3720000,3643000,786000,22000
12,2019,Boulder,,32344,2640894000,1889989000,622099000,17546000
5,2018,Delta,,2522,51276000,45375000,24182000,681000
12,2018,Gilpin,,2357,23707000,19603000,10308000,355000
8,2017,Costilla,,726,3371000,3296000,1167000,33000
9,2016,Chaffee,,2417,67798000,62862000,33895000,953000
11,2018,Rio Blanco,,1055,30015000,15806000,8134000,228000
8,2017,Routt,,2474,95474000,86566000,55706000,1563000
1,2016,Baca,,739,4511000,4306000,1752000,49000
3,2015,Pitkin,,2831,165292,159875,108660,3072
10,2018,Summit,,4587,143163000,134695000,80270000,2252000
1,2020,Delta,,5289,49765000,43291000,21590000,
2,2017,Montrose,,2290,81113000,73368000,37033000,1042000
7,2017,Phillips,,788,11764000,10452000,2785000,78000
12,2015,Dolores,,422,7215,1923,866,24
11,2016,Routt,,2285,66279000,61424000,39517000,1110000
5,2017,San Juan,,360,1661000,1613000,1283000,36000
10,2016,Teller,,1735,34617000,32992000,19297000,551000
8,2019,El Paso,,25602,2212585000,1780754000,1028954000,29002000
7,2015,Huerfano,,844,11035,10514,4395,124
5,2016,Gilpin,,755,8619000,8095000,5299000,211000
11,2018,Lake,,874,9048000,8550000,4181000,118000
12,2019,Adams,,35317,4604941000,2962562000,1023149000,28855000
1,2019,Rio Grande,,1605,21698000,19221000,7763000,218000
10,2018,Pitkin,,3000,84854000,82189000,45029000,1268000
4,2016,San Juan,,307,759000,743000,429000,12000
2,2015,Montrose,,1998,79192,72040,35302,994
7,2016,Grand,,2556,60174000,58203000,40258000,1129000
5,2016,Pitkin,,2454,54938000,52520000,30163000,858000
8,2016,Summit,,3891,167773000,158982000,102843000,2887000
9,2019,Montrose,,5991,149978000,120034000,60960000,1732000
9,2017,Rio Grande,,1698,34947000,27088000,9969000,280000
11,2018,Boulder,,12174,1014946000,822519000,449639000,12669000
1,2018,Lincoln,,1084,18136000,17073000,5602000,157000
5,2017,Broomfield,,1967,234552000,192497000,102879000,2912000
12,2018,Park,,4903,24393000,20203000,8749000,245000
5,2016,Kit Carson,,1171,38173000,35066000,7692000,217000
7,2017,Garfield,,4518,280342000,255609000,124982000,3510000
1,2020,Mesa,,11472,536464000,462371000,195243000,
10,2016,Pueblo,,3736,451314000,331220000,171540000,4820000
2,2019,San Miguel,,2096,47837000,44745000,35358000,1006000
12,2019,La Plata,,7925,289016000,227788000,108482000,3054000
2,2019,Archuleta,,1521,23979000,21874000,12295000,345000
11,2017,Eagle,,5845,161359000,151846000,95041000,2678000
1,2017,Washington,,785,4341000,3836000,1534000,43000
10,2015,Montrose,,2043,104736,87070,47769,1342
3,2015,Phillips,,766,11484,9387,3253,92
6,2015,Arapahoe,,18846,2926890,2054274,963276,27090
10,2017,Gilpin,,878,9521000,8737000,5852000,223000
5,2017,Fremont,,2376,75105000,62925000,34101000,968000
12,2015,Jackson,,502,3219,2426,1075,31
10,2018,Delta,,2630,50629000,44821000,22691000,638000
11,2017,Rio Grande,,1452,21435000,19919000,6726000,190000
8,2020,Pueblo,,10628,556072000,467020000,225004000,
12,2019,Conejos,,2191,14672000,9464000,3987000,112000
6,2019,El Paso,,28965,3752804000,1995669000,1041080000,29301000
11,2017,Montezuma,,1906,56827000,47613000,23247000,667000
5,2017,Elbert,,1793,29323000,27846000,12914000,362000
6,2018,Costilla,,876,3499000,3435000,1461000,41000
3,2019,Jackson,,528,9223000,8009000,4282000,120000
5,2019,Summit,,6352,136592000,126747000,74355000,2087000
12,2015,Gilpin,,947,30131,13868,6369,236
2,2015,El Paso,,10796,1307891,1069091,596277,16792
1,2015,Jefferson,,12576,1510809,1330121,599953,16878
5,2020,Lake,,2087,12637000,11170000,6565000,
9,2018,Bent,,710,4881000,4682000,1576000,44000
4,2016,Lake,,665,8033000,7713000,3633000,102000
12,2019,Yuma,,3192,106133000,41424000,13437000,378000
4,2018,Mineral,,382,1271000,1245000,813000,23000
1,2015,Gilpin,,687,8678,8254,5177,204
4,2015,Jefferson,,12666,1500278,1292287,637436,17930
3,2018,Eagle,,7469,349147000,334335000,232894000,6545000
10,2015,Huerfano,,822,9107,8064,3355,94
9,2017,Morgan,,2706,95781000,83257000,33003000,927000
4,2020,Garfield,,11046,258120000,182805000,81250000,
11,2017,Chaffee,,1963,44291000,40921000,23467000,658000
4,2019,Routt,,3986,76517000,68740000,41837000,1176000
7,2020,Douglas,,30931,1657023000,1334405000,626610000,
9,2019,Mineral,,780,5029000,4692000,3219000,91000
7,2018,Logan,,1851,54403000,48250000,22728000,640000
6,2017,Washington,,919,6816000,6299000,2025000,57000
10,2015,Gilpin,,710,8418,7939,5459,215
1,2017,Boulder,,10423,1062866000,746737000,381185000,10746000
3,2020,Sedgwick,,1075,6287000,5700000,1817000,
7,2016,Pueblo,,3712,436701000,333126000,181823000,5106000
9,2020,Bent,,1250,6069000,5370000,2441000,
12,2019,Hinsdale,,614,2297000,2188000,1162000,33000
6,2017,Weld,,18203,1520732000,1069475000,493723000,13874000
3,2018,Washington,,998,6050000,5544000,2024000,57000
8,2018,Lincoln,,1156,22973000,22015000,7179000,202000
6,2016,Prowers,,1331,34270000,29446000,12347000,348000
4,2020,Douglas,,27777,1007630000,812756000,448094000,
12,2016,Jackson,,559,7157000,3698000,1488000,42000
2,2019,Huerfano,,1100,9733000,8965000,3159000,89000
8,2019,Denver,,15481,4707840000,2793118000,1561014000,44096000
9,2018,Lincoln,,1299,22446000,21103000,6842000,193000
8,2019,Baca,,1448,12052000,11056000,3276000,92000
12,2017,Lincoln,,1237,83028000,20040000,6931000,198000
3,2020,Kit Carson,,2720,57209000,43730000,10398000,
5,2015,Adams,,10982,2334121,1684501,663651,18840
12,2019,Moffat,,2788,53247000,46957000,24906000,700000
6,2018,Garfield,,5770,355001000,329810000,129858000,3644000
11,2018,Montrose,,2608,101881000,92015000,51050000,1440000
10,2019,Arapahoe,,32294,2479721000,1859769000,1102934000,31019000
11,2016,San Miguel,,1427,15977000,15286000,9778000,275000
12,2016,Eagle,,6944,488148000,378898000,228805000,6447000
6,2016,Hinsdale,,356,3016000,2938000,1913000,54000
2,2015,Grand,,2275,52660,49134,24704,694
6,2016,Park,,1716,18357000,17320000,8768000,246000
5,2016,Hinsdale,,276,997000,981000,577000,16000
11,2015,Custer,,628,4112,3828,1884,53
7,2020,Clear Creek,,3656,34441000,26396000,14698000,
1,2018,Adams,,13799,2708842000,1863206000,688372000,19528000
7,2017,Ouray,,858,14132000,13936000,10383000,293000
3,2015,Ouray,,870,8950,8662,3613,102
11,2018,Arapahoe,,16931,2149499000,1699621000,971778000,27320000
3,2015,Logan,,1638,72768,52482,25187,709
10,2017,Costilla,,757,3171000,3092000,1104000,31000
5,2015,Morgan,,1926,82266,71686,30094,846
2,2019,Elbert,,2310,23908000,21635000,12185000,342000
1,2019,Weld,,19528,1233879000,946651000,439117000,12388000
6,2015,Bent,,547,4394,4211,1527,43
7,2016,Dolores,,399,5438000,2507000,1370000,38000
7,2015,Dolores,,375,2875,2822,1343,38
9,2019,Bent,,1079,4976000,4301000,2077000,58000
10,2015,Prowers,,1108,26764,24120,10592,297
4,2018,Crowley,,626,2601000,2487000,1202000,34000
12,2017,Saguache,,1175,13720000,12843000,2342000,66000
2,2019,Gilpin,,1034,12791000,11673000,8783000,305000
1,2020,Gunnison,,4286,56367000,50536000,31232000,
11,2019,Clear Creek,,2902,29975000,23576000,11790000,331000
7,2017,Teller,,1883,40670000,38317000,22532000,643000
11,2015,Rio Grande,,1206,15927,14438,6177,174
12,2017,Pitkin,,3569,238964000,207007000,132549000,3742000
2,2016,Elbert,,1549,23748000,19657000,10352000,291000
11,2015,Sedgwick,,547,4718,3895,1415,40
1,2015,Bent,,487,3662,3484,1317,37
9,2015,Phillips,,779,15840,13968,3219,90
12,2018,Logan,,4567,188539000,68053000,26019000,733000
3,2017,Huerfano,,1129,10119000,9367000,3276000,92000
11,2018,Yuma,,1558,30568000,27831000,9669000,272000
9,2018,Logan,,2164,70440000,55987000,24402000,685000
8,2017,Saguache,,944,8472000,8074000,2868000,80000
3,2019,Pueblo,,7678,571350000,456662000,203262000,5714000
11,2016,Las Animas,,1393,28163000,26583000,15851000,445000
8,2020,Archuleta,,3130,48960000,44623000,29222000,
11,2019,Boulder,,25013,1296684000,1033626000,527186000,14860000
6,2016,Broomfield,,2515,352417000,189730000,96946000,2739000
4,2015,Park,,1260,11155,10727,5026,141
2,2020,Grand,,5282,91374000,84273000,43258000,
3,2017,Kiowa,,483,3592000,3531000,706000,20000
2,2015,Kiowa,,374,1878,1831,426,12
1,2016,Kiowa,,397,1365000,1288000,452000,13000
10,2016,Grand,,2567,34192000,32361000,20735000,582000
12,2018,Delta,,6147,92223000,67990000,25703000,722000
11,2017,San Miguel,,1632,16468000,15734000,9919000,281000
8,2018,Adams,,14364,3356022000,2421758000,887235000,25047000
12,2015,Eagle,,6307,469443,360891,225262,6336
1,2020,Adams,,29718,3242116000,2050324000,797645000,
8,2016,Denver,,11320,3274030000,2273574000,1437032000,40653000
4,2015,Rio Grande,,1204,21650,20431,6014,170
4,2016,Eagle,,5048,147916000,138492000,85038000,2407000
10,2018,Moffat,,1437,39187000,35379000,17612000,494000
11,2015,Archuleta,,918,21981,21121,13139,369
8,2019,Gunnison,,4884,82636000,73645000,43769000,1232000
11,2019,Denver,,15132,4309956000,2529804000,1385922000,39123000
11,2019,Chaffee,,4480,59948000,52047000,31163000,875000
2,2018,Washington,,904,4387000,4015000,1605000,45000
5,2017,Washington,,820,6590000,6159000,1698000,48000
10,2016,Yuma,,1225,22802000,19828000,9069000,255000
12,2018,Eagle,,13476,544677000,402036000,252297000,7105000
9,2017,Fremont,,3017,89855000,73144000,32458000,919000
8,2018,Gilpin,,908,11266000,10710000,7640000,278000
8,2018,Ouray,,912,13016000,12795000,8819000,247000
4,2016,San Miguel,,1359,13468000,12785000,7470000,210000
3,2020,Summit,,9339,205936000,192044000,119424000,
10,2015,Jefferson,,13010,1520146,1305967,680231,19144
1,2016,El Paso,,11313,1356377000,1114060000,621146000,17508000
7,2020,Sedgwick,,1149,6245000,5617000,1780000,
5,2018,Routt,,2638,77048000,67869000,42607000,1197000
10,2016,Boulder,,10073,1046289000,810409000,460564000,12949000
9,2018,Baca,,1050,7384000,7108000,2387000,67000
6,2017,Clear Creek,,1944,27871000,21212000,11525000,323000
4,2016,Pitkin,,2446,67793000,65578000,38359000,1083000
7,2019,Conejos,,1748,10722000,8592000,5139000,144000
12,2016,Saguache,,1049,8417000,8025000,2454000,69000
1,2020,Elbert,,3820,43643000,38393000,18505000,
3,2019,Pitkin,,4587,216975000,209866000,145525000,4110000
9,2015,Conejos,,954,10923,7996,3679,104
3,2015,Mesa,,6243,439540,384142,195970,5512
2,2018,San Juan,,353,1057000,1002000,591000,17000
2,2019,Lincoln,,1125,17727000,16357000,5492000,154000
2,2016,Logan,,1493,45209000,39452000,18986000,534000
6,2016,Teller,,2155,48187000,45129000,25298000,729000
10,2019,Pitkin,,5552,146657000,138682000,82678000,2326000
11,2018,Denver,,12036,3448812000,2254260000,1426272000,40352000
4,2019,Las Animas,,2061,34252000,30594000,16462000,462000
9,2019,Clear Creek,,3241,36421000,26361000,13464000,378000
12,2018,Douglas,,24759,2010525000,1235802000,671625000,18910000
2,2019,Rio Grande,,1737,20700000,18412000,8620000,242000
9,2015,Mesa,,6412,475182,387654,199476,5616
4,2015,Ouray,,696,4318,4215,2413,68
6,2015,Kiowa,,410,4469,4320,578,16
4,2017,Summit,,4187,128095000,124088000,76159000,2142000
5,2018,Crowley,,629,2918000,2769000,1378000,39000
7,2020,Otero,,4263,60537000,47946000,18176000,
4,2016,Rio Blanco,,794,23488000,11570000,4964000,139000
5,2015,Phillips,,646,8709,7250,2673,75
7,2016,Gunnison,,2015,68939000,67286000,39147000,1099000
12,2018,Phillips,,1999,62600000,37827000,3489000,105000
12,2015,Park,,1730,20064,15928,6315,177
1,2018,Arapahoe,,15815,1918069000,1516575000,835491000,23501000
2,2020,Jefferson,,33624,2014691000,1735416000,770868000,
7,2019,Mesa,,11187,611486000,515403000,239119000,6725000
3,2018,Teller,,2493,43699000,40910000,20632000,591000
11,2016,Jackson,,498,3766000,3549000,1745000,49000
5,2019,Gilpin,,1351,14347000,12517000,8932000,350000
5,2015,Yuma,,1128,36734,24400,9168,257
7,2019,Weld,,32698,1406277000,1116070000,563175000,15878000
5,2018,Boulder,,11598,1127532000,850560000,475280000,13378000
2,2017,Crowley,,568,2311000,2240000,1070000,30000
1,2019,Crowley,,564,3049000,2793000,1314000,37000
11,2018,Cheyenne,,703,5466000,4374000,1714000,48000
10,2018,Saguache,,1041,7642000,7240000,2625000,74000
3,2016,San Juan,,374,1316000,1262000,958000,27000
6,2020,Prowers,,2981,47696000,38957000,16007000,
10,2015,Alamosa,,1053,49389,44643,20803,584
8,2019,Park,,4047,24098000,21421000,14152000,397000
9,2019,Denver,,20489,5591126000,3144668000,1579728000,44650000
11,2017,Lake,,787,8179000,7744000,3905000,110000
9,2018,Mineral,,453,4748000,4666000,2896000,81000
7,2020,Jefferson,,39275,2130964000,1821836000,887435000,
2,2017,Costilla,,693,1942000,1908000,907000,25000
3,2016,Arapahoe,,19574,2739607000,1855440000,906662000,25483000
7,2019,Ouray,,1976,19451000,17693000,13041000,366000
9,2019,Adams,,34917,3574461000,2483881000,911982000,25802000
7,2019,Prowers,,2316,34998000,29702000,13414000,377000
11,2019,Kit Carson,,2469,56656000,51326000,12664000,356000
3,2015,Costilla,,635,2752,2710,1055,30
3,2016,Archuleta,,1309,27458000,26279000,16059000,452000
11,2016,Cheyenne,,562,5114000,4760000,2641000,74000
9,2015,San Miguel,,1615,33759,32372,23883,672
8,2018,San Miguel,,1745,35837000,34828000,25609000,719000
3,2017,Routt,,3267,147190000,132224000,74503000,2092000
5,2019,Crowley,,831,3634000,3035000,1596000,45000
5,2018,Las Animas,,1687,33126000,31021000,15250000,428000
2,2015,Chaffee,,1596,34218,31422,16963,477
8,2017,Yuma,,1345,39761000,35483000,10275000,288000
5,2018,Montrose,,2471,110457000,99628000,54634000,1538000
10,2016,Mesa,,4909,403144000,348655000,194938000,5489000
9,2019,San Miguel,,4091,49810000,42982000,31492000,887000
1,2015,Morgan,,1893,71845,62603,29989,842
12,2016,Rio Grande,,1637,208590000,31707000,8088000,227000
9,2019,Jackson,,860,7514000,6769000,3571000,100000
5,2017,Sedgwick,,622,4599000,4284000,1404000,39000
9,2018,Archuleta,,1585,35987000,34722000,19518000,548000
2,2016,Park,,1333,10866000,10051000,4636000,130000
3,2017,Douglas,,13507,1275567000,1037080000,467572000,13167000
11,2017,Gilpin,,880,9333000,8573000,5822000,222000
6,2018,Chaffee,,2766,77551000,71496000,40901000,1148000
5,2016,Rio Blanco,,809,20816000,11821000,4385000,123000
1,2018,Weld,,15985,1098419000,742926000,414590000,11666000
11,2019,Crowley,,1066,4197000,3263000,1621000,45000
3,2015,Boulder,,13357,1422524,1003751,404804,11400
12,2016,Huerfano,,1131,13380000,10957000,3750000,105000
11,2015,Fremont,,1983,65592,55898,25549,722
7,2016,Clear Creek,,1532,23286000,19291000,11457000,322000
9,2016,Douglas,,12717,1432778000,1138680000,489649000,13776000
9,2017,Alamosa,,1443,57938000,48961000,24450000,686000
12,2018,San Juan,,776,1828000,1710000,928000,26000
4,2016,Denver,,11310,2900625000,2005168000,1255799000,35525000
12,2015,Rio Grande,,1486,187762,26682,7987,225
6,2017,Morgan,,2669,99932000,82733000,34490000,968000
4,2016,Jefferson,,13514,1460473000,1284519000,677413000,19045000
3,2017,Washington,,914,5366000,4990000,1961000,55000
5,2015,Jackson,,435,2092,1981,920,26
5,2020,Alamosa,,3045,50058000,42610000,25180000,
1,2016,Adams,,11466,1989108000,1513565000,573281000,16319000
4,2018,Archuleta,,1126,23129000,22298000,12642000,355000
6,2016,Jefferson,,19892,2010703000,1649680000,770697000,21685000
10,2015,Phillips,,658,8316,7204,2659,75
4,2018,Bent,,635,3318000,3171000,1361000,38000
6,2019,Adams,,32002,4935832000,2401167000,926724000,26218000
2,2015,Denver,,10802,2780833,1927396,1125435,31826
1,2015,Park,,1241,12249,11984,4868,137
10,2019,Garfield,,9767,319008000,283197000,128145000,3633000
2,2019,Moffat,,1521,30760000,27305000,15807000,444000
7,2016,Montrose,,2154,104298000,95177000,52083000,1468000
10,2019,Archuleta,,2436,38747000,35573000,22386000,629000
3,2016,Garfield,,4934,236429000,210637000,93471000,2625000
7,2015,Denver,,10972,3334697,2266094,1401545,39578
4,2017,Cheyenne,,609,7201000,4618000,2208000,62000
12,2017,Park,,2216,23711000,18751000,8124000,228000
5,2018,El Paso,,13278,1816558000,1542819000,899428000,25303000
2,2020,Douglas,,25741,1226258000,964623000,501628000,
9,2016,Gilpin,,939,14201000,12475000,7683000,276000
6,2018,San Juan,,468,2885000,2718000,2091000,59000
1,2017,Grand,,2705,61804000,60402000,30088000,844000
9,2016,Lincoln,,1053,18698000,18099000,6399000,181000
7,2016,Rio Blanco,,813,27397000,14044000,6222000,175000
10,2018,Grand,,3135,43060000,41437000,25852000,726000
9,2018,Routt,,3550,113333000,99060000,56362000,1588000
7,2018,Pitkin,,2940,163703000,160347000,103745000,2920000
10,2017,Hinsdale,,328,1149000,1128000,678000,19000
8,2020,Kit Carson,,2925,42864000,37249000,13639000,
7,2020,Grand,,6887,90254000,80998000,58032000,
9,2016,Weld,,16486,1251997000,867588000,378384000,10642000
7,2017,Rio Grande,,1416,27876000,26185000,11692000,328000
9,2018,Dolores,,536,5218000,2783000,1649000,46000
5,2016,Larimer,,9187,936394000,789731000,465320000,13108000
4,2018,Alamosa,,1301,44395000,38266000,19932000,559000
11,2017,Hinsdale,,316,856000,841000,354000,10000
10,2016,Phillips,,714,9850000,8730000,2765000,78000
10,2015,Lake,,644,9812,9484,4405,124
7,2017,Pitkin,,2731,158235000,152534000,96183000,2717000
5,2017,Custer,,745,5701000,5424000,2678000,75000
10,2019,Denver,,15184,4674693000,2763493000,1520335000,42921000
5,2017,Archuleta,,1059,26297000,25376000,16318000,458000
9,2016,Prowers,,1359,31162000,26125000,11768000,331000
3,2015,Custer,,742,5141,4909,1836,52
6,2016,Fremont,,2702,101766000,81511000,35458000,1002000
10,2018,Lincoln,,1190,21186000,20421000,6178000,174000
12,2017,Pueblo,,5964,996533000,459492000,208002000,5848000
8,2017,Eagle,,5761,212558000,198865000,135450000,3816000
3,2020,Jefferson,,40316,2253643000,1946411000,777003000,
5,2015,Grand,,2303,29924,25207,15013,422
8,2016,Logan,,1548,55750000,49440000,24972000,703000
9,2017,Grand,,3905,59621000,57831000,36916000,1037000
11,2019,Alamosa,,2671,52978000,44291000,24513000,689000
7,2017,Montezuma,,1854,66420000,56684000,29932000,858000
5,2018,Conejos,,1107,7222000,6056000,3307000,94000
3,2018,Jefferson,,22390,2082502000,1738534000,769647000,21673000
4,2020,Morgan,,5457,87718000,73227000,33861000,
11,2017,Sedgwick,,652,4964000,4698000,1157000,32000
9,2017,Crowley,,636,2777000,2642000,1226000,35000
11,2016,Lincoln,,940,15091000,14480000,4973000,140000
8,2017,Grand,,2852,56736000,54094000,36113000,1013000
6,2018,El Paso,,19779,2320161000,1916258000,994531000,28003000
3,2019,Gilpin,,1260,15720000,13530000,8909000,309000
7,2019,Elbert,,3782,43308000,32161000,19593000,550000
7,2020,Lake,,2171,20525000,18456000,11582000,
11,2018,Ouray,,940,6064000,5930000,3229000,91000
12,2015,Weld,,16068,1790505,1073134,443903,12483
12,2015,Denver,,20373,12219557,3568469,1470044,41820
10,2017,El Paso,,12881,1726439000,1459669000,844148000,23757000
7,2017,Lincoln,,1036,22490000,21156000,7530000,211000
11,2016,Weld,,13721,966893000,729991000,369925000,10420000
10,2018,Mineral,,404,2826000,2774000,1207000,34000
11,2019,Summit,,7991,189834000,175929000,119730000,3360000
5,2019,Chaffee,,3816,61741000,53075000,34336000,963000
7,2018,San Miguel,,1726,41827000,39867000,29681000,833000
3,2015,Park,,1568,14783,14140,5577,157
10,2016,Costilla,,656,3226000,3158000,1581000,44000
4,2020,Logan,,3897,65582000,56422000,24336000,
2,2018,Sedgwick,,667,4516000,4193000,975000,27000
11,2016,Clear Creek,,1545,16307000,13200000,7343000,206000
9,2019,Delta,,6270,70014000,56117000,28016000,786000
5,2017,Hinsdale,,307,1009000,965000,629000,18000
10,2017,Cheyenne,,632,5763000,4908000,2474000,69000
12,2019,Montrose,,6180,169293000,136605000,67074000,1894000
4,2018,Gilpin,,897,10280000,9471000,6085000,233000
8,2020,Sedgwick,,1153,7225000,6402000,1708000,
10,2018,Alamosa,,1338,47193000,42154000,21993000,617000
12,2017,Larimer,,17091,2522689000,1334112000,574318000,16193000
7,2020,Mineral,,896,6598000,6051000,4769000,
8,2016,Conejos,,939,7458000,6735000,4386000,123000
4,2017,Pueblo,,3966,456583000,337565000,171302000,4813000
3,2016,Teller,,2114,37907000,34983000,18956000,545000
5,2020,Arapahoe,,37974,2301110000,1807354000,1070416000,
11,2015,Pitkin,,2360,61385,57691,33798,957
5,2020,Boulder,,29234,1198917000,962702000,473114000,
5,2018,Phillips,,831,10086000,8363000,2829000,80000
9,2019,Broomfield,,6037,329947000,253962000,126885000,3582000
7,2017,Elbert,,1823,29800000,27958000,13520000,379000
8,2015,Fremont,,2006,81771,68279,31210,881
6,2018,Pitkin,,3549,139048000,134254000,78448000,2212000
7,2020,Larimer,,28516,1412379000,1131147000,633383000,
5,2020,Dolores,,915,5215000,2682000,1662000,
6,2015,Larimer,,12454,1276531,950903,490820,13801
2,2017,Logan,,1660,47968000,42036000,19101000,538000
1,2020,Montezuma,,4051,52537000,47686000,22327000,
11,2019,Mesa,,11357,567850000,487843000,232969000,6549000
6,2020,Larimer,,31727,1643561000,1204291000,636069000,
2,2018,Broomfield,,2062,203136000,171054000,86575000,2453000
4,2016,Otero,,1504,37730000,30274000,12390000,348000
4,2020,Chaffee,,5040,52296000,45286000,24900000,
4,2019,Montrose,,3859,116437000,99824000,55266000,1564000
9,2020,Pitkin,,7888,207423000,195446000,124185000,
7,2015,Jefferson,,12937,1582582,1370804,706618,19886
7,2015,Jackson,,445,3488,3319,1641,46
8,2017,Kiowa,,478,3757000,3621000,740000,21000
9,2017,Sedgwick,,697,5785000,5457000,1310000,37000
